"","site","provenience","group.prov","site.prov","C14.mean","C14.sd","C14.cv","uncal.date.bp","lab.num","attribution","material","calib.curve"
"561","La Viña","IV","IV","La Viña IV",13360,190,0.014,"13360±190","Ly-3316","L Magdalenian","bone","intcal13"
"562","La Viña","IX","IX","La Viña IX",16490,250,0.015,"16490±250",NA,"Gravetian/Noallian","charcoal?","intcal13"
"563","La Viña","IX","IX","La Viña IX",16640,250,0.015,"16640±250",NA,"Gravetian/Noallian","bone","intcal13"
"564","La Viña","IX","IX","La Viña IX",24640,190,0.008,"24640±190","OxA-21688","Gravetian/Noallian","bone","intcal13"
"565","La Viña","XI","XI","La Viña XI",20820,130,0.006,"20820±130","OxA-21686","evolved Aurignacian","bone","intcal13"
"566","La Viña","XI","XI","La Viña XI",27900,280,0.01,"27900±280","OxA-22019","evolved Aurignacian","bone","intcal13"
"567","La Viña","XI","XI","La Viña XI",30130,170,0.006,"30130±170","OxA-19195","evolved Aurignacian","charcoal","intcal13"
"568","La Viña","XI","XI","La Viña XI",30600,370,0.012,"30600±370","OxA-21687","evolved Aurignacian","bone","intcal13"
"569","La Viña","XII","XII","La Viña XII",31500,400,0.013,"31500±400","OxA-21689","evolved Aurignacian","bone","intcal13"
"570","La Viña","XII","XII","La Viña XII",31600,400,0.013,"31600±400","OxA-21678","evolved Aurignacian","bone","intcal13"
"571","La Viña","XIII","XIII","La Viña XIII",36500,750,0.021,"36500±750","Ly-6390","Proto-Aurignacian/Aurignacian I","charcoal","intcal13"
"572","La Viña","XIII (middle/upper)","XIII (middle/upper)","La Viña XIII (middle/upper)",30650,360,0.012,"30650±360","OxA-21845","arch/early Aurignacian","bone","intcal13"
"573","La Viña","XIII (middle/upper)","XIII (middle/upper)","La Viña XIII (middle/upper)",31160,380,0.012,"31160±380","OxA-21705","arch/early Aurignacian","bone","intcal13"
"574","La Viña","XIII (middle/upper)","XIII (middle/upper)","La Viña XIII (middle/upper)",31860,680,0.021,"31860±680","GifA-95463","archearly Aurignacian","charcoal","intcal13"
"575","La Viña","XIII lower","XIII lower","La Viña XIII lower",19930,220,0.011,"19930±220","OxA-4092","Proto-Aurignacian/Aurignacian I","bone","intcal13"
"576","Labeko Koba","base du niveau VII","base du niveau VII","Labeko Koba base du niveau VII",26910,500,0.019,"26910±500","UA-3320","EUP/Proto-Aurignacian","bone","intcal13"
"577","Labeko Koba","IV","IV","Labeko Koba IV",33550,550,0.016,"33550±550","OxA-21780","early Aurignacian","bone","intcal13"
"578","Labeko Koba","IV","IV","Labeko Koba IV",33600,500,0.015,"33600±500","OxA-21768","early Aurignacian","bone","intcal13"
"579","Labeko Koba","IV middle","IV middle","Labeko Koba IV middle",11810,110,0.009,"11810±110",NA,"EUP/Aurignacian","charcoal","intcal13"
"580","Labeko Koba","IV middle","IV middle","Labeko Koba IV middle",21660,300,0.014,"21660±300","UA-3323","early Aurignacian","bone","intcal13"
"581","Labeko Koba","IX  lower","IX  lower","Labeko Koba IX  lower",29750,740,0.025,"29750±740","UA-3325","EUP/Chât","bone","intcal13"
"582","Labeko Koba","IX  lower","IX  lower","Labeko Koba IX  lower",37400,800,0.021,"37400±800","OxA-22560","EUP/Chat","bone","intcal13"
"583","Labeko Koba","IX  lower","IX  lower","Labeko Koba IX  lower",37800,900,0.024,"37800±900","OxA-22563","EUP/Chât","bone","intcal13"
"584","Labeko Koba","IX  lower","IX  lower","Labeko Koba IX  lower",38000,900,0.024,"38000±900","OxA-22561","EUP/Chât","bone","intcal13"
"585","Labeko Koba","IX  lower","IX  lower","Labeko Koba IX  lower",38100,900,0.024,"38100±900","OxA-22562","EUP/Chât","bone","intcal13"
"586","Labeko Koba","IX bottom","IX bottom","Labeko Koba IX bottom",34215,1265,0.037,"34215±1265","UA-3324","EUP/Chât","bone","intcal13"
"587","Labeko Koba","IX bottom","IX bottom","Labeko Koba IX bottom",37900,900,0.024,"37900±900","OxA-22564","EUP/Chât",NA,"intcal13"
"588","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",26575,505,0.019,"26575±505","UA-3034","Gravetian?","bone","intcal13"
"589","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",36000,700,0.019,"36000±700","OxA-22559","Gravetian?","bone","intcal13"
"590","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",36550,750,0.021,"36550±750","OxA-21792","Gravetian?","bone","intcal13"
"591","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",36850,800,0.022,"36850±800","OxA-22653","Gravetian?","bone","intcal13"
"592","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",37700,900,0.024,"37700±900","OxA-21777","Gravetian?","bone","intcal13"
"593","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",38900,900,0.023,"38900±900","OxA-23199","Gravetian?","antler","intcal13"
"594","Labeko Koba","IX upper","IX upper","Labeko Koba IX upper",42200,2400,0.057,"42200±2400","OxA-10104","Gravetian?","antler","intcal13"
"595","Labeko Koba","V","V","Labeko Koba V",23360,300,0.013,"23360±300","UA-3035","EUP/early Aurignacian",NA,"intcal13"
"596","Labeko Koba","V","V","Labeko Koba V",30615,820,0.027,"30615±820","UA-3322","EUP/early Aurignacian","bone","intcal13"
"597","Labeko Koba","V","V","Labeko Koba V",34650,600,0.017,"34650±600","OxA-21779","early Aurignacian?","bone","intcal13"
"598","Labeko Koba","V","V","Labeko Koba V",34750,600,0.017,"34750±600","OxA-21767","EUP/early Aurignacian","bone","intcal13"
"599","Labeko Koba","VI","VI","Labeko Koba VI",32150,450,0.014,"32150±450","OxA-21841","early Aurignacian","bone","intcal13"
"600","Labeko Koba","VI","VI","Labeko Koba VI",32200,450,0.014,"32200±450","OxA-21794","early Aurignacian","bone","intcal13"
"601","Labeko Koba","VI","VI","Labeko Koba VI",35100,600,0.017,"35100±600","OxA-21778","early Aurignacian","bone","intcal13"
"602","Labeko Koba","VII","VII","Labeko Koba VII",31455,915,0.029,"31455±915","UA-3321","EUP/Proto-Aurignacian",NA,"intcal13"
"603","Labeko Koba","VII","VII","Labeko Koba VII",35250,650,0.018,"35250±650","OxA-21840","EUP/Proto-Aurignacian","bone","intcal13"
"604","Labeko Koba","VII","VII","Labeko Koba VII",35400,650,0.018,"35400±650","OxA-21793","EUP/Proto-Aurignacian","bone","intcal13"
"605","Labeko Koba","VII","VII","Labeko Koba VII",36500,750,0.021,"36500±750","OxA-X-2314","EUP/Proto-Aurignacian","bone","intcal13"
"606","Labeko Koba","VII","VII","Labeko Koba VII",36850,800,0.022,"36850±800","OxA-21766","EUP/Proto-Aurignacian","bone","intcal13"
"607","Laminak","I","I","Laminak I",11460,860,0.075,"11460±860",NA,"Azilian",NA,"intcal13"
"608","Laminak","I-2/3","I-2/3","Laminak I-2/3",10380,140,0.013,"10380±140",NA,"Azilian","charcoal","intcal13"
"609","Laminak","II-4","II-4","Laminak II-4",11700,140,0.012,"11700±140","UA-2362","Azilian","bone","intcal13"
"610","Las Aguas","B","B","Las Aguas B",14750,70,0.005,"14750±70",NA,"L Magdalenian",NA,"intcal13"
"611","Las Aguas","B","B","Las Aguas B",14550,60,0.004,"14550±60",NA,"L Magdalenian",NA,"intcal13"
"612","Las Aguas","B","B","Las Aguas B",14440,70,0.005,"14440±70",NA,"L Magdalenian",NA,"intcal13"
"613","Las Caldas","11 (Sala I)","11 (Sala I)","Las Caldas 11 (Sala I)",18305,295,0.016,"18305±295","UA-15316","upper Solutrean","charcoal","intcal13"
"614","Las Caldas","12 (pasillo)","12 (pasillo)","Las Caldas 12 (pasillo)",19030,320,0.017,"19030±320","Ly-2425","mid Solutrean","bone","intcal13"
"615","Las Caldas","12 base (pasillo)","12 base (pasillo)","Las Caldas 12 base (pasillo)",19480,260,0.013,"19480±260","Ly-2426","middle Solutrean","bone","intcal13"
"616","Las Caldas","15 (Sala I)","15 (Sala I)","Las Caldas 15 (Sala I)",20250,235,0.012,"20250±235","UA-15318","Solutrean","fossil timber","intcal13"
"617","Las Caldas","16 (topera)","16 (topera)","Las Caldas 16 (topera)",19510,330,0.017,"19510±330","Ly-2428","middle Solutrean","bone","intcal13"
"618","Las Caldas","18 (topera)","18 (topera)","Las Caldas 18 (topera)",19000,280,0.015,"19000±280","Ly-2429","middle Solutrean","bone","intcal13"
"619","Las Caldas","3 (pasillo)","3 (pasillo)","Las Caldas 3 (pasillo)",17050,300,0.018,"17050±300","Ly-2421","Badeg, fin Solutrean, L Magdalenian","bone","intcal13"
"620","Las Caldas","4","4","Las Caldas 4",17380,215,0.012,"17380±215","UA-3205","Solutrean","charcoal","intcal13"
"621","Las Caldas","4 (pasillo)","4 (pasillo)","Las Caldas 4 (pasillo)",17050,290,0.017,"17050±290","Ly-2422","U+fin Solutrean, L Magdalenian","bone","intcal13"
"622","Las Caldas","7 (pasillo)","7 (pasillo)","Las Caldas 7 (pasillo)",18310,260,0.014,"18310±260","Ly-2423","upper Solutrean","bone","intcal13"
"623","Las Caldas","9 (pasillo)","9 (pasillo)","Las Caldas 9 (pasillo)",19390,260,0.013,"19390±260","Ly-2424","upper Solutrean","bone","intcal13"
"624","Las Caldas","9 (Sala I)","9 (Sala I)","Las Caldas 9 (Sala I)",19680,250,0.013,"19680±250","UA-15315","Upper Solutrean","charcoal","intcal13"
"625","Las Caldas","I (Sala II)","I (Sala II)","Las Caldas I (Sala II)",12595,125,0.01,"12595±125","UA-10193","U Magdalenian","charcoal","intcal13"
"626","Las Caldas","II (Sala II)","II (Sala II)","Las Caldas II (Sala II)",12590,120,0.01,"12590±120","UA-10194","U Magdalenian","charcoal","intcal13"
"627","Las Caldas","II (Sala II)","II (Sala II)","Las Caldas II (Sala II)",12960,190,0.015,"12960±190","UA-10192","M/U Magdalenian","charcoal","intcal13"
"628","Las Caldas","III b-III c","III b-III c","Las Caldas III b-III c",13185,155,0.012,"13185±155","UA-10191","M/U Magdalenian","charcoal","intcal13"
"629","Las Caldas","IV/III (Sala II)","IV/III (Sala II)","Las Caldas IV/III (Sala II)",13400,150,0.011,"13400±150","Ly-2427","U Solutrean+M Magdalenian","bone","intcal13"
"630","Las Caldas","IX (Sala II)","IX (Sala II)","Las Caldas IX (Sala II)",13370,110,0.008,"13370±110","UA-10188","M Magdalenian","charcoal","intcal13"
"631","Las Caldas","VIc (Sala II)","VIc (Sala II)","Las Caldas VIc (Sala II)",13650,140,0.01,"13650±140","UA-10190","init+M Magdalenian","charcoal","intcal13"
"632","Las Caldas","VII (Sala II)","VII (Sala II)","Las Caldas VII (Sala II)",12860,160,0.012,"12860±160","Ly-3318","M Magdalenian","charcoal","intcal13"
"633","Las Caldas","VIII (Sala II)","VIII (Sala II)","Las Caldas VIII (Sala II)",13310,200,0.015,"13310±200","Ly-2936","M Magdalenian","bone","intcal13"
"634","Las Caldas","VIII (Sala II)","VIII (Sala II)","Las Caldas VIII (Sala II)",13640,150,0.011,"13640±150","UA-10189","M Magdalenian","charcoal","intcal13"
"635","Las Caldas","XI (Sala II)","XI (Sala II)","Las Caldas XI (Sala II)",13755,120,0.009,"13755±120","UA-2734","L Magdalenian","charcoal","intcal13"
"636","Las Caldas","XII (Sala II)","XII (Sala II)","Las Caldas XII (Sala II)",14495,140,0.01,"14495±140","UA-2735","L Magdalenian","charcoal","intcal13"
"637","Las Caldas","XII inf. (Sala II)","XII inf. (Sala II)","Las Caldas XII inf. (Sala II)",14845,130,0.009,"14845±130","UA-4300","L Magdalenian","charcoal","intcal13"
"638","Las Caldas","XIII (Sala II)","XIII (Sala II)","Las Caldas XIII (Sala II)",15165,160,0.011,"15165±160","UA-4301","L Magdalenian","charcoal","intcal13"
"639","Las Caldas","XIVc, Sala II","XIVc, Sala II","Las Caldas XIVc, Sala II",17380,215,0.012,"17380±215","UA-4302","Solutrean+L Magdalenian","bone","intcal13"
"640","Las Chimeneas","LUP art","LUP art","Las Chimeneas LUP art",13940,140,0.01,"13940±140","GifA-95230","LUP art","pigm't panel 14","intcal13"
"641","Las Chimeneas","LUP art","LUP art","Las Chimeneas LUP art",15070,140,0.009,"15070±140","GifA-95194","LUP art","pigm't deer 20","intcal13"
"642","Las Madalenas","conchero","conchero","Las Madalenas conchero",6373,1190,0.187,"6373±1190","LMD-2","?","AAR date","intcal13"
"643","Las Madalenas","conchero","conchero","Las Madalenas conchero",6399,563,0.088,"6399±563","LMD-1","?","AAR date","intcal13"
"644","Las Madalenas","conchero","conchero","Las Madalenas conchero",6474,765,0.118,"6474±765","LMD-3","?","AAR date","intcal13"
"645","Las Madalenas","conchero","conchero","Las Madalenas conchero",8666,1138,0.131,"8666±1138","LMD-4","?","AAR date","intcal13"
"646","Las Monedas","LUP art","LUP art","Las Monedas LUP art",11630,120,0.01,"11630±120","GifA-95285","LUP art","pigm't ibex 16","intcal13"
"647","Las Monedas","LUP art","LUP art","Las Monedas LUP art",11950,120,0.01,"11950±120","GifA-95284","LUP art","pigm't horse 20","intcal13"
"648","Las Monedas","LUP art","LUP art","Las Monedas LUP art",12170,110,0.009,"12170±110","GifA-95360","LUP art","pigm't ibex 16","intcal13"
"649","Les Pedroses","conchero","conchero","Les Pedroses conchero",5760,185,0.032,"5760±185","GaK-2547","post-Asturian","charcoal","intcal13"
"650","Les Pedroses","conchero","conchero","Les Pedroses conchero",6465,928,0.144,"6465±928","LPD-1","post-Asturian","AAR date","intcal13"
"651","Les Pedroses","estrato 20 cm","estrato 20 cm","Les Pedroses estrato 20 cm",15779,1179,0.075,"15779±1179","LPD-2","Solutrean?","AAR date","intcal13"
"652","Lezetxiki","III","III","Lezetxiki III",29250,320,0.011,"29250±320","OxA-22021","Aurignacian","bone","intcal13"
"653","Lezetxiki","III","III","Lezetxiki III",30830,380,0.012,"30830±380","OxA-21838","Aurignacian","bone","intcal13"
"654","Lezetxiki","III","III","Lezetxiki III",34550,190,0.005,"34550±190","OxA-21837","Aurignacian","bone","intcal13"
"655","Lezetxiki","III a","III","Lezetxiki III",19340,780,0.04,"19340±780","I-6144","Solutrean","bone","intcal13"
"656","Linatzeta","child burial","child burial","Linatzeta child burial",8110,50,0.006,"8110±50","KIA-33193","Mesolithic","human bone","intcal13"
"657","Linatzeta","hogar 4D/5D","hogar 4D/5D","Linatzeta hogar 4D/5D",7650,30,0.004,"7650±30","KIA-34976","Mesolithic","charcoal","intcal13"
"658","Llamorey","conchero","conchero","Llamorey conchero",8329,947,0.114,"8329±947","LMY-1","Mesolithic","AAR date","intcal13"
"659","Llonín","?","?","Llonín ?",10070,120,0.012,"10070±120","GifA-95303","LUP art","charcoal/pigment","intcal13"
"660","Llonín","?","?","Llonín ?",10300,100,0.01,"10300±100","GifA-98198","LUP art","charcoal/pigment","intcal13"
"661","Llonín","?","?","Llonín ?",10510,110,0.01,"10510±110","GifA-98200","LUP art","charcoal/pigment","intcal13"
"662","Llonín","?","?","Llonín ?",11300,150,0.013,"11300±150","GifA-98202","LUP art","humic/bison 4","intcal13"
"663","Llonín","?","?","Llonín ?",11900,110,0.009,"11900±110","GifA-95147","LUP art","charcoal/pigment","intcal13"
"664","Llonín","?","?","Llonín ?",12550,110,0.009,"12550±110","GifA-98024","LUP art","charcoal/pigment","intcal13"
"665","Llonín","?","?","Llonín ?",13540,170,0.013,"13540±170","GifA-98205","LUP art","charcoal/pigment","intcal13"
"666","Llonín","?","?","Llonín ?",17480,130,0.007,"17480±130","OxA-26042","archaic Magdalenian","charcoal/vegetal","intcal13"
"667","Llonín","?","?","Llonín ?",17610,90,0.005,"17610±90","OxA-26041","archaic Magdalenian","charcoal/vegetal","intcal13"
"668","Llonín","?","?","Llonín ?",17650,75,0.004,"17650±75","OxA-26338","archaic Magdalenian","charcoal/vegetal","intcal13"
"669","Llonín","?","?","Llonín ?",17920,80,0.004,"17920±80","OxA-26340","archaic Magdalenian","charcoal/vegetal","intcal13"
"670","Llonín","?","?","Llonín ?",18345,75,0.004,"18345±75","OxA-26339","archaic Magdalenian","charcoal/vegetal","intcal13"
"671","Los Azules","3/a","3a","Los Azules 3a",9430,216,0.023,"9430±216","CSIC-216","Azilian","bone","intcal13"
"672","Los Azules","3a-3f","3a-3f","Los Azules 3a-3f",10000,750,0.075,"10000±750","BM-4024","Azilian","bone","intcal13"
"673","Los Azules","3cs","3cs","Los Azules 3cs",10510,130,0.012,"10510±130","BM-1879R","Azilian","bone collagen","intcal13"
"674","Los Azules","3d (3d/e)","3d/e","Los Azules 3d/e",9540,120,0.013,"9540±120","CSIC-260","Azilian","bone","intcal13"
"675","Los Azules","3d/e","3d/e","Los Azules 3d/e",10400,90,0.009,"10400±90","BM-1879","Azilian","bone","intcal13"
"676","Los Azules","3e","3e","Los Azules 3e",10330,190,0.018,"10330±190","BM-1875","Azilian","bone","intcal13"
"677","Los Azules","3e","3e","Los Azules 3e",10700,190,0.018,"10700±190","BM-1876","Azilian","bone","intcal13"
"678","Los Azules","3e","3e","Los Azules 3e",11190,350,0.031,"11190±350","BM-1877","Azilian","bone","intcal13"
"679","Los Azules","3e 1","3e","Los Azules 3e",10480,210,0.02,"10480±210","BM-1875R","Azilian","bone collagen","intcal13"
"680","Los Azules","3e 2","3e","Los Azules 3e",10880,210,0.019,"10880±210","BM-1876R","Azilian","bone collagen","intcal13"
"681","Los Azules","3e 3","3e","Los Azules 3e",11320,360,0.032,"11320±360","BM-1877R","Azilian","bone","intcal13"
"682","Los Azules","3f","3f","Los Azules 3f",10720,280,0.026,"10720±280","BM-1870","Azilian","bone","intcal13"
"683","Los Azules","3f","3f","Los Azules 3f",10910,290,0.027,"10910±290","BM-1878R","Azilian","bone","intcal13"
"684","Los Azules","below 3","below 3","Los Azules below 3",11320,360,0.032,"11320±360",NA,"Azilian","?","intcal13"
"685","Los Canes","?","?","Los Canes ?",10760,140,0.013,"10760±140",NA,"Solutrean","charcoal","intcal13"
"686","Los Canes","2C","2-C","Los Canes 2-C",13009,105,0.008,"13009±105","AA-18020","Final Magdelenian/Azilian","charcoal","intcal13"
"687","Los Canes","3-B","3-B","Los Canes 3-B",11795,84,0.007,"11795±84",NA,"Final Magdelenian/Azilian","bone","intcal13"
"688","Los Canes","6-I","6-I","Los Canes 6-I",6160,55,0.009,"6160±55","OxA-7148","Mesolithic","human bone","intcal13"
"689","Los Canes","6-I (F)","6-I (F)","Los Canes 6-I (F)",6265,75,0.012,"6265±75","AA-5294","Mesolithic","human bone","intcal13"
"690","Los Canes","6-II","6-II","Los Canes 6-II",7025,80,0.011,"7025±80","AA-11744","Mesolithic","human bone","intcal13"
"691","Los Canes","6-II (D)","6-II (D)","Los Canes 6-II (D)",6770,65,0.01,"6770±65","AA-5296","Mesolithic","human bone","intcal13"
"692","Los Canes","6-II (D)","6-II (D)","Los Canes 6-II (D)",6860,65,0.009,"6860±65","AA-5295","Mesolithic","human bone","intcal13"
"693","Los Canes","6-III (K)","6-III (K)","Los Canes 6-III (K)",6930,95,0.014,"6930±95","AA-6071","Mesolithic","human bone","intcal13"
"694","Los Canes","U.S. 2A","U.S. 2A","Los Canes U.S. 2A",16700,210,0.013,"16700±210","AA-1266","U Solutrean/L Magdalenian","charcoal?","intcal13"
"695","Los Canes","U.S. 2B","U.S. 2B","Los Canes U.S. 2B",16500,200,0.012,"16500±200","AA-12165","U Solutrean/L Magdalenian","charcoal?","intcal13"
"696","Los Huesos","I","I","Los Huesos I",15370,200,0.013,"15370±200","CSIC-303",NA,"bone","intcal13"
"697","Los Huesos","I","I","Los Huesos I",17420,200,0.011,"17420±200","CSIC-258",NA,"bone","intcal13"
"698","Los Huesos","II","II","Los Huesos II",15880,200,0.013,"15880±200","CSIC-304",NA,"bone","intcal13"
"699","Los Menores","conchero","conchero","Los Menores conchero",6711,1448,0.216,"6711±1448","LMR-1","post-Mesolithic","AAR date","intcal13"
"700","Marizulo","I-base","I-base","Marizulo I-base",6425,85,0.013,"6425±85","UA-10271","Neolithic","bone","intcal13"
"701","Marizulo","IV","IV","Marizulo IV",6820,50,0.007,"6820±50","I-16190","Mesolithic","bone","intcal13"
"702","Mary","conchero","conchero","Mary conchero",8572,1030,0.12,"8572±1030","MRY-1","Mesolithic","AAR date","intcal13"
"703","Mazaculos","1.1","1.1","Mazaculos 1.1",7280,220,0.03,"7280±220","GaK-8162","Asturian","charcoal","intcal13"
"704","Mazaculos","3.3","3.3","Mazaculos 3.3",9290,440,0.047,"9290±440","GaK-6884","Asturian","charcoal","intcal13"
"705","Mazaculos","A3","A3","Mazaculos A3",7030,120,0.017,"7030±120","GaK-15222","Asturian","charcoal","intcal13"
"706","Mendandia","IV","IV","Mendandia IV",7780,60,0.008,"7780±60","GrN-22745","Meso/Neolithic?",NA,"intcal13"
"707","Mendandia","IV","IV","Mendandia IV",7810,50,0.006,"7810±50","GrN-22744","Meso/Neolithic?",NA,"intcal13"
"708","Mirón","10.1","10.1","Mirón 10.1",8380,175,0.021,"8380±175","GX-24463","Mesolithic?","charcoal","intcal13"
"709","Mirón","10.1","10.1","Mirón 10.1",8700,40,0.005,"8700±40","GX-25852","Mesolithic","charcoal","intcal13"
"710","Mirón","102.1","102","Mirón 102",11950,70,0.006,"11950±70","GX-23417","Final Magdelenian/Azilian","bone collagen","intcal13"
"711","Mirón","104","104","Mirón 104",14120,35,0.002,"14120±35","UG-15261","M Magdalenian","tooth collagen","intcal13"
"712","Mirón","105","105","Mirón 105",13490,70,0.005,"13490±70","UG-9286","M Magdalenian?","bone collagen","intcal13"
"713","Mirón","105","105","Mirón 105",14720,40,0.003,"14720±40","UG-18525","M Magdalenian?","tooth collagen","intcal13"
"714","Mirón","106","106","Mirón 106",12460,180,0.014,"12460±180","GX-32382","U Magdalenian","carb. bone col.","intcal13"
"715","Mirón","108","108","Mirón 108",13710,70,0.005,"13710±70","GX-32381","M Magdalenian","bone collagen","intcal13"
"716","Mirón","108","108","Mirón 108",14710,160,0.011,"14710±160","GX-23397","M Magdalenian","bone collagen","intcal13"
"717","Mirón","108","108","Mirón 108",14850,60,0.004,"14850±60","GX-27114","M Magdalenian","charcoal","intcal13"
"718","Mirón","11","11","Mirón 11",11785,55,0.005,"11785±55","OxA-22087","Azilian","bone collagen","intcal13"
"719","Mirón","11.1","11","Mirón 11",11205,55,0.005,"11205±55","OxA-22088","Azilian/U Magdalenian","bone collagen","intcal13"
"720","Mirón","11.1","11","Mirón 11",11720,140,0.012,"11720±140","GX-23391","Azilian","bone collagen","intcal13"
"721","Mirón","110","110","Mirón 110",14760,70,0.005,"14760±70","OxA-22091","L Magdalenian","bone collagen","intcal13"
"722","Mirón","110","110","Mirón 110",14795,75,0.005,"14795±75","OxA-22092","L Magdalenian","bone collagen","intcal13"
"723","Mirón","110","110","Mirón 110",16130,250,0.015,"16130±250","GX-23396","L Magdalenian","bone collagen","intcal13"
"724","Mirón","110","110","Mirón 110",16520,40,0.002,"16520±40","UG-10628","L Magdalenian","bone collagen","intcal13"
"725","Mirón","111","111","Mirón 111",15530,230,0.015,"15530±230","GX-24469","L Magdalenian","bone collagen","intcal13"
"726","Mirón","111","111","Mirón 111",16370,190,0.012,"16370±190","GX-23395","L Magdalenian","bone collagen","intcal13"
"727","Mirón","112","112","Mirón 112",15430,75,0.005,"15430±75","OxA-22090","L Magdalenian","bone collagen","intcal13"
"728","Mirón","114","114","Mirón 114",16460,50,0.003,"16460±50","GX-28209","L Magdalenian","bone collagen","intcal13"
"729","Mirón","115","115","Mirón 115",13800,840,0.061,"13800±840","GX-23394","L Magdalenian","bone collagen","intcal13"
"730","Mirón","116","116","Mirón 116",15220,100,0.007,"15220±100","GX-23416","L Magdalenian","bone collagen","intcal13"
"731","Mirón","116","116","Mirón 116",17400,80,0.005,"17400±80","GX-29439","L Magdalenian","charcoal","intcal13"
"732","Mirón","117","117","Mirón 117",17050,60,0.004,"17050±60","GX-25857","L Magdalenian","charcoal","intcal13"
"733","Mirón","117","117","Mirón 117",17240,40,0.002,"17240±40","UG-15180","Initial Magdalenian","bone collagen","intcal13"
"734","Mirón","118","118","Mirón 118",15460,190,0.012,"15460±190","GX-31933","Initial Magdalenian","charcoal","intcal13"
"735","Mirón","119","119","Mirón 119",16960,80,0.005,"16960±80","GX-25858","L Magdalenian","charcoal","intcal13"
"736","Mirón","119","119","Mirón 119",17230,40,0.002,"17230±40","UG-15182","Initial Magdalenian?","bone collagen","intcal13"
"737","Mirón","119.2","119","Mirón 119",16320,160,0.01,"16320±160","GX-32656","L Magdalenian","bone collagen","intcal13"
"738","Mirón","12","12","Mirón 12",12970,70,0.005,"12970±70","GX-22132","U Magdalenian","charcoal","intcal13"
"739","Mirón","121","121","Mirón 121",18390,300,0.016,"18390±300","GX-32655","Solutrean","bone collagen","intcal13"
"740","Mirón","125","125","Mirón 125",18980,360,0.019,"18980±360","GX-24470","Solutrean","bone collagen","intcal13"
"741","Mirón","126","126","Mirón 126",18950,350,0.018,"18950±350","GX-24471","Solutrean","bone collagen","intcal13"
"742","Mirón","127","127","Mirón 127",19230,50,0.003,"19230±50","UG-7216","Solutrean","charcoal","intcal13"
"743","Mirón","128","128","Mirón 128",27580,210,0.008,"27580±210","GX-27113","EUP","charcoal","intcal13"
"744","Mirón","13","13","Mirón 13",14930,70,0.005,"14930±70","OxA-22089","M Magdalenian","bone collagen","intcal13"
"745","Mirón","130","130","Mirón 130",41280,1120,0.027,"41280±1120","GX-27112","MP","charcoal","intcal13"
"746","Mirón","14","14","Mirón 14",14600,190,0.013,"14600±190","GX-32383","M Magdalenian","bone collagen","intcal13"
"747","Mirón","15","15","Mirón 15",15010,260,0.017,"15010±260","GX-23392","L Magdalenian","bone collagen","intcal13"
"748","Mirón","15","15","Mirón 15",15220,300,0.02,"15220±300","GX-23393","L Magdalenian","bone collagen","intcal13"
"749","Mirón","16","16","Mirón 16",15180,100,0.007,"15180±100","GX-23415","L Magdalenian","bone collagen","intcal13"
"750","Mirón","17","17","Mirón 17",15370,80,0.005,"15370±80","GX-32654","L Magdalenian","charcoal","intcal13"
"751","Mirón","17","17","Mirón 17",15450,160,0.01,"15450±160","GX-27115","L Magdalenian","bone collagen","intcal13"
"752","Mirón","17","17","Mirón 17",15470,240,0.016,"15470±240","GX-24466","L Magdalenian","bone collagen","intcal13"
"753","Mirón","17","17","Mirón 17",15610,90,0.006,"15610±90","OxA-22093","L Magdalenian","bone collagen","intcal13"
"754","Mirón","17","17","Mirón 17",15700,190,0.012,"15700±190","GX-25853","L Magdalenian","charcoal","intcal13"
"755","Mirón","18","18","Mirón 18",16080,40,0.002,"16080±40","UG-3366r","L Magdalenian","bone collagen","intcal13"
"756","Mirón","19","19","Mirón 19",16600,40,0.002,"16600±40","UG-3365r","L Magdalenian","bone collagen","intcal13"
"757","Mirón","21","21","Mirón 21",16050,40,0.002,"16050±40","UG-3364r","L Magdalenian","charcoal","intcal13"
"758","Mirón","306","306","Mirón 306",11650,50,0.004,"11650±50","GX-24468","Azilian","bone collagen","intcal13"
"759","Mirón","312","312","Mirón 312",15850,170,0.011,"15850±170","GX-31932","L Magdalenian","bone collagen","intcal13"
"760","Mirón","313","313","Mirón 313",17400,270,0.016,"17400±270","GX-31194","Solutrean?","bone collagen","intcal13"
"761","Mirón","503.1","503.1","Mirón 503.1",15120,40,0.003,"15120±40","UG-7799","L Magdalenian","charcoal","intcal13"
"762","Mirón","504","504","Mirón 504",15740,40,0.003,"15740±40","UG-7217","L Magdalenian","bone collagen","intcal13"
"763","Mirón","504 (human)","504","Mirón 504",15460,40,0.003,"15460±40","M-14585","L Magdalenian","bone collagen","intcal13"
"764","Mirón","505","505","Mirón 505",15670,40,0.003,"15670±40","UG-15183","L Magdalenian","charcoal","intcal13"
"765","Mirón","cabaña/I4/10.1/29","cabaña/I4/10.1/29","Mirón cabaña/I4/10.1/29",9550,50,0.005,"9550±50","GX-24464","Mesolithic","charcoal","intcal13"
